tweetLink,tweetDate,commentCount,retweetCount,quoteCount,likeCount,twitterId,handle,text,profileUser,mediaUrl,timestamp,viewCount,query,type,videoViewCount
https://twitter.com/Dailymirror_SL/status/1678799019013992449,Tue Jul 11 16:10:51 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,"Another gold gel smuggling attempt thwarted by Customs at BIA
#DailyMirror #srilanka 

https://t.co/MVx1HeMd15",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:23.178Z,451,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678798568537358336,Tue Jul 11 16:09:03 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,"Six Sri Lankan athletes to feature in the Asian Athetics Câ€™ship tomorrow
#DailyMirror #srilanka 

https://t.co/Y2jxEc4QOy",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:23.559Z,433,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678798081184399361,Tue Jul 11 16:07:07 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,"New university to produce only teachers: Minister
#DailyMirror #srilanka 

https://t.co/lAhkKBu9wn",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:23.955Z,402,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678797227589001216,Tue Jul 11 16:03:44 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,"Parish Priest speaks on allegations of sexual abuse
#DailyMirror #srilanka 

https://t.co/dsksMh6MkJ",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:24.338Z,461,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678796472857546754,Tue Jul 11 16:00:44 +0000 2023,0,0,0,1,66329707,Dailymirror_SL,"Marc-AndrÃ© Franche appointed as UN Resident Coordinator in Sri Lanka
#DailyMirror #srilanka 

https://t.co/QPrH7jhGgP",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:24.709Z,366,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678781775521390596,Tue Jul 11 15:02:20 +0000 2023,0,0,0,2,66329707,Dailymirror_SL,Career opportunities at FT https://t.co/jGFQNPpObx,https://twitter.com/Dailymirror_SL,https://pbs.twimg.com/media/F0w7H7WaYAArdL8.jpg,2023-07-11T17:10:24.987Z,803,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678772406998163456,Tue Jul 11 14:25:06 +0000 2023,2,0,0,1,66329707,Dailymirror_SL,"Fmr Minister Priyankara Jayaratne released from corruption case
#DailyMirror #SriLanka 

https://t.co/PGoeM23LDl",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:25.377Z,869,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678764508108718082,Tue Jul 11 13:53:43 +0000 2023,1,2,2,2,66329707,Dailymirror_SL,"At least 900 children are diagnosed with cancer each year, while another at least 100 children are diagnosed with diabetes, Consultant Paediatrician at the Lady Ridgeway Hospital for Children Dr. Deepal Perera said. https://t.co/cpQdQaIKqj",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:25.757Z,1541,https://twitter.com/Dailymirror_SL,tweet,497
https://twitter.com/Dailymirror_SL/status/1678763231920410624,Tue Jul 11 13:48:39 +0000 2023,0,0,1,1,66329707,Dailymirror_SL,"Sathosa to be restructured
#DailyMirror #SriLanka 

https://t.co/9Mi0OtXOhQ",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:26.145Z,794,https://twitter.com/Dailymirror_SL,tweet,
https://twitter.com/Dailymirror_SL/status/1678762948427403264,Tue Jul 11 13:47:31 +0000 2023,0,1,0,2,66329707,Dailymirror_SL,"51,768 dengue patients have been reported from across the island, Director of the National Dengue Control Unit Dr. Nalin Ariyaratne said. 48 areas under Medical Officers of Health have been recognized as high risk areas, he said. â€œOver the previous weeks, this number was at overâ€¦ https://t.co/10HsT8ehjd",https://twitter.com/Dailymirror_SL,,2023-07-11T17:10:26.511Z,895,https://twitter.com/Dailymirror_SL,tweet,249
